Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde15032 Vardas15032 5 2 5 8 3 10 
Pavarde15033 Vardas15033 9 3 3 1 7 8 
Pavarde15034 Vardas15034 8 8 7 2 2 10 
Pavarde15035 Vardas15035 4 8 7 3 10 0 
Pavarde15036 Vardas15036 9 3 6 3 6 3 
Pavarde15037 Vardas15037 4 3 5 8 0 7 
Pavarde15038 Vardas15038 8 8 0 2 1 10 
Pavarde15039 Vardas15039 8 0 8 4 6 10 
Pavarde15040 Vardas15040 9 8 10 7 8 0 
Pavarde15041 Vardas15041 4 3 7 0 10 4 
Pavarde15042 Vardas15042 2 7 10 5 0 2 
Pavarde15043 Vardas15043 8 6 7 9 8 10 
Pavarde15044 Vardas15044 4 5 0 6 10 7 
Pavarde15045 Vardas15045 4 1 6 1 5 9 
Pavarde15046 Vardas15046 4 4 1 8 1 0 
Pavarde15047 Vardas15047 4 10 2 3 1 4 
Pavarde15048 Vardas15048 0 5 5 3 10 5 
Pavarde15049 Vardas15049 10 5 0 2 6 5 
Pavarde15050 Vardas15050 1 2 1 0 4 7 
Pavarde15051 Vardas15051 7 2 2 0 7 5 
Pavarde15052 Vardas15052 9 10 10 3 4 8 
Pavarde15053 Vardas15053 0 3 5 9 9 8 
Pavarde15054 Vardas15054 7 7 10 9 3 9 
Pavarde15055 Vardas15055 9 9 8 3 8 4 
Pavarde15056 Vardas15056 6 5 0 7 3 6 
Pavarde15057 Vardas15057 1 1 7 8 1 1 
Pavarde15058 Vardas15058 6 5 2 6 0 3 
Pavarde15059 Vardas15059 2 1 3 6 4 4 
Pavarde15060 Vardas15060 10 9 7 7 10 4 
Pavarde15061 Vardas15061 2 8 5 10 1 5 
Pavarde15062 Vardas15062 9 5 9 9 10 10 
Pavarde15063 Vardas15063 6 2 3 7 7 9 
Pavarde15064 Vardas15064 9 8 2 5 3 9 
Pavarde15065 Vardas15065 7 0 4 5 5 6 
Pavarde15066 Vardas15066 7 7 8 1 10 10 
Pavarde15067 Vardas15067 5 7 0 10 9 5 
Pavarde15068 Vardas15068 9 2 0 5 9 3 
Pavarde15069 Vardas15069 9 5 1 6 4 0 
Pavarde15070 Vardas15070 6 2 5 5 9 9 
Pavarde15071 Vardas15071 3 7 2 2 2 0 
Pavarde15072 Vardas15072 8 4 7 8 8 1 
Pavarde15073 Vardas15073 8 4 10 4 0 8 
Pavarde15074 Vardas15074 0 6 8 3 5 6 
Pavarde15075 Vardas15075 2 2 10 3 10 10 
Pavarde15076 Vardas15076 4 10 2 7 2 8 
Pavarde15077 Vardas15077 5 7 10 9 0 10 
Pavarde15078 Vardas15078 8 9 3 5 0 2 
Pavarde15079 Vardas15079 2 0 6 1 7 10 
Pavarde15080 Vardas15080 4 10 0 4 7 4 
Pavarde15081 Vardas15081 8 0 4 5 3 10 
Pavarde15082 Vardas15082 5 10 4 1 10 0 
Pavarde15083 Vardas15083 0 8 2 10 10 5 
Pavarde15084 Vardas15084 1 0 0 5 9 6 
Pavarde15085 Vardas15085 7 4 2 0 3 10 
Pavarde15086 Vardas15086 1 9 10 3 4 4 
Pavarde15087 Vardas15087 6 2 9 6 1 5 
Pavarde15088 Vardas15088 3 0 1 8 3 0 
Pavarde15089 Vardas15089 6 6 4 3 0 4 
Pavarde15090 Vardas15090 10 5 0 5 6 6 
Pavarde15091 Vardas15091 5 9 2 5 3 7 
Pavarde15092 Vardas15092 5 8 0 4 7 9 
Pavarde15093 Vardas15093 1 10 7 3 6 5 
Pavarde15094 Vardas15094 6 8 4 4 5 2 
Pavarde15095 Vardas15095 8 0 7 0 5 5 
Pavarde15096 Vardas15096 3 9 9 4 5 2 
Pavarde15097 Vardas15097 7 7 5 4 7 2 
Pavarde15098 Vardas15098 2 10 4 10 1 8 
Pavarde15099 Vardas15099 7 0 7 2 3 5 
Pavarde15100 Vardas15100 10 5 6 9 6 3 
Pavarde15101 Vardas15101 4 1 6 3 8 8 
Pavarde15102 Vardas15102 3 0 8 5 9 1 
Pavarde15103 Vardas15103 4 6 3 1 7 8 
Pavarde15104 Vardas15104 10 4 9 10 8 6 
Pavarde15105 Vardas15105 6 6 5 4 9 2 
Pavarde15106 Vardas15106 9 6 4 1 8 7 
Pavarde15107 Vardas15107 4 5 7 2 5 10 
Pavarde15108 Vardas15108 9 1 10 7 7 2 
Pavarde15109 Vardas15109 8 1 3 9 4 3 
Pavarde15110 Vardas15110 7 1 10 4 5 3 
Pavarde15111 Vardas15111 2 9 6 5 10 3 
Pavarde15112 Vardas15112 2 2 1 10 4 4 
Pavarde15113 Vardas15113 4 2 3 2 6 5 
Pavarde15114 Vardas15114 5 10 1 5 0 10 
Pavarde15115 Vardas15115 4 0 1 4 7 0 
Pavarde15116 Vardas15116 0 1 8 3 3 8 
Pavarde15117 Vardas15117 6 5 8 3 0 10 
Pavarde15118 Vardas15118 0 8 3 4 2 3 
Pavarde15119 Vardas15119 8 5 9 10 8 7 
Pavarde15120 Vardas15120 10 8 1 4 6 1 
Pavarde15121 Vardas15121 3 2 9 9 10 6 
Pavarde15122 Vardas15122 6 10 6 10 4 0 
Pavarde15123 Vardas15123 5 8 8 5 7 10 
Pavarde15124 Vardas15124 6 7 5 8 6 7 
Pavarde15125 Vardas15125 2 3 1 9 9 5 
Pavarde15126 Vardas15126 9 0 10 2 6 0 
Pavarde15127 Vardas15127 10 4 4 4 4 5 
Pavarde15128 Vardas15128 3 3 5 7 4 5 
Pavarde15129 Vardas15129 3 0 9 10 4 8 
Pavarde15130 Vardas15130 1 4 1 7 8 1 
Pavarde15131 Vardas15131 6 9 9 4 2 1 
Pavarde15132 Vardas15132 1 6 0 7 8 3 
Pavarde15133 Vardas15133 2 6 7 10 3 0 
Pavarde15134 Vardas15134 8 6 7 4 7 2 
Pavarde15135 Vardas15135 4 2 6 3 9 3 
Pavarde15136 Vardas15136 7 8 5 6 1 4 
Pavarde15137 Vardas15137 4 3 8 5 7 6 
Pavarde15138 Vardas15138 0 8 7 2 6 7 
Pavarde15139 Vardas15139 9 2 0 3 6 3 
Pavarde15140 Vardas15140 7 8 1 6 1 5 
Pavarde15141 Vardas15141 3 7 2 4 6 5 
Pavarde15142 Vardas15142 10 1 9 10 0 4 
Pavarde15143 Vardas15143 8 2 7 7 7 0 
Pavarde15144 Vardas15144 4 7 4 10 6 3 
Pavarde15145 Vardas15145 2 7 0 3 2 5 
Pavarde15146 Vardas15146 2 5 7 8 5 10 
Pavarde15147 Vardas15147 0 0 1 6 6 8 
Pavarde15148 Vardas15148 3 2 6 10 6 9 
Pavarde15149 Vardas15149 9 5 5 7 8 8 
Pavarde15150 Vardas15150 9 9 3 0 9 10 
Pavarde15151 Vardas15151 5 8 2 1 6 9 
Pavarde15152 Vardas15152 8 4 9 10 4 4 
Pavarde15153 Vardas15153 2 10 6 10 4 10 
Pavarde15154 Vardas15154 5 8 1 0 10 5 
Pavarde15155 Vardas15155 2 4 7 1 2 4 
Pavarde15156 Vardas15156 8 10 3 4 2 10 
Pavarde15157 Vardas15157 6 3 2 6 9 9 
Pavarde15158 Vardas15158 0 1 6 6 0 4 
Pavarde15159 Vardas15159 1 7 9 10 10 3 
Pavarde15160 Vardas15160 5 4 5 9 1 1 
Pavarde15161 Vardas15161 5 7 3 0 6 3 
Pavarde15162 Vardas15162 1 3 0 8 7 4 
Pavarde15163 Vardas15163 1 10 3 4 1 0 
Pavarde15164 Vardas15164 8 2 10 9 9 5 
Pavarde15165 Vardas15165 2 2 7 10 6 9 
Pavarde15166 Vardas15166 3 8 3 8 4 3 
Pavarde15167 Vardas15167 5 6 3 3 2 5 
Pavarde15168 Vardas15168 9 0 7 10 0 4 
Pavarde15169 Vardas15169 8 3 2 9 9 9 
Pavarde15170 Vardas15170 4 9 3 6 4 2 
Pavarde15171 Vardas15171 6 4 7 7 3 0 
Pavarde15172 Vardas15172 1 1 10 4 0 2 
Pavarde15173 Vardas15173 8 5 7 3 3 10 
Pavarde15174 Vardas15174 7 2 8 3 4 7 
Pavarde15175 Vardas15175 9 6 10 7 1 4 
Pavarde15176 Vardas15176 8 4 1 8 9 6 
Pavarde15177 Vardas15177 7 6 9 3 1 10 
Pavarde15178 Vardas15178 3 6 8 1 7 10 
Pavarde15179 Vardas15179 8 3 4 10 1 0 
Pavarde15180 Vardas15180 0 9 10 8 9 0 
Pavarde15181 Vardas15181 9 6 4 2 1 1 
Pavarde15182 Vardas15182 9 7 8 6 2 10 
Pavarde15183 Vardas15183 7 8 8 5 7 6 
Pavarde15184 Vardas15184 1 3 1 0 4 3 
Pavarde15185 Vardas15185 10 5 3 5 0 3 
Pavarde15186 Vardas15186 3 4 5 4 8 5 
Pavarde15187 Vardas15187 5 7 5 2 9 7 
Pavarde15188 Vardas15188 10 5 9 1 9 3 
Pavarde15189 Vardas15189 6 5 9 1 10 7 
Pavarde15190 Vardas15190 2 0 1 2 7 1 
Pavarde15191 Vardas15191 0 2 9 2 1 8 
Pavarde15192 Vardas15192 6 6 9 0 4 5 
Pavarde15193 Vardas15193 3 2 9 8 3 7 
Pavarde15194 Vardas15194 7 5 0 2 6 4 
Pavarde15195 Vardas15195 2 6 3 5 9 1 
Pavarde15196 Vardas15196 7 9 0 7 1 0 
Pavarde15197 Vardas15197 6 6 10 3 1 5 
Pavarde15198 Vardas15198 9 1 0 0 5 7 
Pavarde15199 Vardas15199 2 0 9 1 9 6 
Pavarde15200 Vardas15200 7 4 5 2 8 2 
Pavarde15201 Vardas15201 9 9 1 0 7 7 
Pavarde15202 Vardas15202 2 9 0 6 1 6 
Pavarde15203 Vardas15203 10 7 7 2 7 5 
Pavarde15204 Vardas15204 9 10 0 10 3 7 
Pavarde15205 Vardas15205 6 10 4 8 5 4 
Pavarde15206 Vardas15206 6 2 2 8 0 1 
Pavarde15207 Vardas15207 8 7 10 9 1 10 
Pavarde15208 Vardas15208 7 7 0 3 8 1 
Pavarde15209 Vardas15209 9 6 0 2 10 1 
Pavarde15210 Vardas15210 10 10 10 6 3 7 
Pavarde15211 Vardas15211 0 8 1 8 7 6 
Pavarde15212 Vardas15212 8 2 2 10 1 9 
Pavarde15213 Vardas15213 9 8 10 5 9 1 
Pavarde15214 Vardas15214 6 5 1 0 4 8 
Pavarde15215 Vardas15215 4 7 10 7 7 10 
Pavarde15216 Vardas15216 2 3 7 1 9 5 
Pavarde15217 Vardas15217 3 9 7 6 7 10 
Pavarde15218 Vardas15218 10 6 1 10 2 9 
Pavarde15219 Vardas15219 4 0 0 4 4 0 
Pavarde15220 Vardas15220 6 10 6 5 0 5 
Pavarde15221 Vardas15221 2 3 1 6 0 3 
Pavarde15222 Vardas15222 7 3 8 3 6 0 
Pavarde15223 Vardas15223 10 4 7 5 7 2 
Pavarde15224 Vardas15224 5 2 0 10 2 1 
Pavarde15225 Vardas15225 9 4 5 9 5 8 
Pavarde15226 Vardas15226 6 0 0 6 3 3 
Pavarde15227 Vardas15227 7 5 4 7 10 0 
Pavarde15228 Vardas15228 3 4 8 9 9 0 
Pavarde15229 Vardas15229 3 8 10 4 4 10 
Pavarde15230 Vardas15230 6 8 3 6 8 5 
Pavarde15231 Vardas15231 6 6 6 4 10 2 
Pavarde15232 Vardas15232 1 2 0 7 5 0 
Pavarde15233 Vardas15233 6 9 10 2 8 0 
Pavarde15234 Vardas15234 1 7 9 0 4 3 
Pavarde15235 Vardas15235 10 1 6 10 9 5 
Pavarde15236 Vardas15236 2 4 9 3 1 9 
Pavarde15237 Vardas15237 1 1 3 8 10 1 
Pavarde15238 Vardas15238 10 6 3 6 10 10 
Pavarde15239 Vardas15239 5 8 7 1 9 6 
Pavarde15240 Vardas15240 4 6 2 9 0 5 
Pavarde15241 Vardas15241 6 8 7 4 5 3 
Pavarde15242 Vardas15242 9 5 3 0 8 0 
Pavarde15243 Vardas15243 6 0 7 6 9 8 
Pavarde15244 Vardas15244 8 10 6 0 4 6 
Pavarde15245 Vardas15245 3 2 1 8 7 4 
Pavarde15246 Vardas15246 10 10 3 7 4 9 
Pavarde15247 Vardas15247 7 2 7 1 6 2 
Pavarde15248 Vardas15248 6 8 5 9 5 8 
Pavarde15249 Vardas15249 0 3 3 4 8 9 
Pavarde15250 Vardas15250 1 9 6 6 7 0 
Pavarde15251 Vardas15251 9 2 6 6 10 10 
Pavarde15252 Vardas15252 8 3 2 4 10 3 
Pavarde15253 Vardas15253 8 2 0 3 2 0 
Pavarde15254 Vardas15254 6 0 3 10 4 1 
Pavarde15255 Vardas15255 4 4 10 3 5 7 
Pavarde15256 Vardas15256 5 10 10 7 1 6 
Pavarde15257 Vardas15257 3 10 4 7 3 7 
Pavarde15258 Vardas15258 3 9 9 8 8 2 
Pavarde15259 Vardas15259 0 0 0 1 6 7 
Pavarde15260 Vardas15260 5 1 1 9 2 8 
Pavarde15261 Vardas15261 5 1 3 1 6 6 
Pavarde15262 Vardas15262 6 10 4 7 0 1 
Pavarde15263 Vardas15263 10 7 2 9 6 6 
Pavarde15264 Vardas15264 5 7 3 8 4 3 
Pavarde15265 Vardas15265 10 3 10 10 2 5 
Pavarde15266 Vardas15266 7 1 3 3 10 8 
Pavarde15267 Vardas15267 10 6 5 9 10 7 
Pavarde15268 Vardas15268 9 2 0 3 8 9 
Pavarde15269 Vardas15269 8 5 1 4 5 9 
Pavarde15270 Vardas15270 4 10 4 2 3 3 
Pavarde15271 Vardas15271 3 7 7 10 3 1 
Pavarde15272 Vardas15272 5 3 5 4 2 8 
Pavarde15273 Vardas15273 7 0 1 0 7 6 
Pavarde15274 Vardas15274 0 8 0 4 9 9 
Pavarde15275 Vardas15275 7 1 2 4 1 3 
Pavarde15276 Vardas15276 5 2 9 0 7 10 
Pavarde15277 Vardas15277 2 1 1 8 3 1 
Pavarde15278 Vardas15278 8 4 5 7 3 8 
Pavarde15279 Vardas15279 5 5 4 5 4 4 
Pavarde15280 Vardas15280 3 3 3 4 6 3 
Pavarde15281 Vardas15281 10 3 8 2 1 2 
Pavarde15282 Vardas15282 6 1 2 2 7 0 
Pavarde15283 Vardas15283 9 5 10 0 10 8 
Pavarde15284 Vardas15284 0 1 6 3 3 7 
Pavarde15285 Vardas15285 3 7 10 7 6 1 
Pavarde15286 Vardas15286 2 10 0 2 2 0 
Pavarde15287 Vardas15287 4 8 2 0 1 1 
Pavarde15288 Vardas15288 7 8 1 9 3 2 
Pavarde15289 Vardas15289 9 3 2 9 6 0 
Pavarde15290 Vardas15290 9 2 8 2 6 1 
Pavarde15291 Vardas15291 6 10 7 8 0 8 
Pavarde15292 Vardas15292 7 10 3 4 8 2 
Pavarde15293 Vardas15293 0 3 2 9 5 2 
Pavarde15294 Vardas15294 0 8 7 0 2 6 
Pavarde15295 Vardas15295 5 1 8 3 1 6 
Pavarde15296 Vardas15296 4 2 7 5 7 1 
Pavarde15297 Vardas15297 10 2 6 5 8 1 
Pavarde15298 Vardas15298 4 1 4 3 2 5 
Pavarde15299 Vardas15299 1 10 10 9 2 8 
Pavarde15300 Vardas15300 1 8 0 1 5 5 
Pavarde15301 Vardas15301 0 10 8 7 9 8 
Pavarde15302 Vardas15302 3 8 6 7 0 2 
Pavarde15303 Vardas15303 2 10 10 1 6 7 
Pavarde15304 Vardas15304 4 0 10 4 10 1 
Pavarde15305 Vardas15305 10 4 8 5 9 2 
Pavarde15306 Vardas15306 2 7 1 0 10 9 
Pavarde15307 Vardas15307 3 4 9 8 10 7 
Pavarde15308 Vardas15308 2 5 10 8 2 10 
Pavarde15309 Vardas15309 2 6 2 6 3 9 
Pavarde15310 Vardas15310 0 4 7 2 7 0 
Pavarde15311 Vardas15311 9 4 10 10 1 1 
Pavarde15312 Vardas15312 10 3 0 8 8 2 
Pavarde15313 Vardas15313 7 1 6 9 1 9 
Pavarde15314 Vardas15314 1 7 0 6 6 3 
Pavarde15315 Vardas15315 1 1 7 0 6 1 
Pavarde15316 Vardas15316 1 2 6 1 3 1 
Pavarde15317 Vardas15317 2 3 4 0 2 6 
Pavarde15318 Vardas15318 9 10 5 9 8 0 
Pavarde15319 Vardas15319 9 4 0 10 6 9 
Pavarde15320 Vardas15320 5 7 4 7 3 4 
Pavarde15321 Vardas15321 5 6 4 8 7 2 
Pavarde15322 Vardas15322 6 9 3 0 8 10 
Pavarde15323 Vardas15323 8 5 7 8 3 1 
Pavarde15324 Vardas15324 7 4 3 10 3 5 
Pavarde15325 Vardas15325 1 2 2 7 3 4 
Pavarde15326 Vardas15326 8 6 6 7 6 4 
Pavarde15327 Vardas15327 8 7 9 7 3 3 
Pavarde15328 Vardas15328 4 10 8 2 8 3 
Pavarde15329 Vardas15329 7 10 0 3 5 6 
Pavarde15330 Vardas15330 7 9 9 2 4 7 
Pavarde15331 Vardas15331 7 10 2 8 6 2 
Pavarde15332 Vardas15332 7 8 4 4 1 0 
Pavarde15333 Vardas15333 3 10 8 9 0 7 
Pavarde15334 Vardas15334 3 9 3 7 6 8 
Pavarde15335 Vardas15335 7 1 2 10 7 8 
Pavarde15336 Vardas15336 5 0 5 4 5 8 
Pavarde15337 Vardas15337 6 5 5 8 3 4 
Pavarde15338 Vardas15338 7 9 1 3 8 9 
Pavarde15339 Vardas15339 6 10 9 10 10 4 
Pavarde15340 Vardas15340 6 0 8 0 6 2 
Pavarde15341 Vardas15341 1 4 7 10 6 9 
Pavarde15342 Vardas15342 4 3 1 3 2 10 
Pavarde15343 Vardas15343 10 0 8 5 5 3 
Pavarde15344 Vardas15344 5 8 4 0 3 6 
Pavarde15345 Vardas15345 9 9 8 7 8 1 
Pavarde15346 Vardas15346 7 4 0 6 10 6 
Pavarde15347 Vardas15347 0 1 3 9 6 0 
Pavarde15348 Vardas15348 10 0 7 3 5 7 
Pavarde15349 Vardas15349 4 3 0 4 1 1 
Pavarde15350 Vardas15350 5 7 2 3 0 5 
Pavarde15351 Vardas15351 7 1 8 6 6 9 
Pavarde15352 Vardas15352 9 7 4 8 3 8 
Pavarde15353 Vardas15353 3 9 4 2 1 9 
Pavarde15354 Vardas15354 4 1 6 5 0 0 
Pavarde15355 Vardas15355 8 3 8 1 10 5 
Pavarde15356 Vardas15356 7 10 6 1 7 1 
Pavarde15357 Vardas15357 7 7 8 0 7 9 
Pavarde15358 Vardas15358 2 5 3 5 5 7 
Pavarde15359 Vardas15359 6 10 9 6 10 6 
Pavarde15360 Vardas15360 2 5 0 1 7 7 
Pavarde15361 Vardas15361 10 1 1 6 1 9 
Pavarde15362 Vardas15362 3 7 6 0 6 0 
Pavarde15363 Vardas15363 8 9 7 9 2 1 
Pavarde15364 Vardas15364 10 4 6 2 1 1 
Pavarde15365 Vardas15365 10 7 3 6 8 0 
Pavarde15366 Vardas15366 6 6 5 0 8 3 
Pavarde15367 Vardas15367 4 7 1 6 9 5 
Pavarde15368 Vardas15368 4 5 1 2 10 1 
Pavarde15369 Vardas15369 10 6 0 5 4 4 
Pavarde15370 Vardas15370 10 4 7 8 7 8 
Pavarde15371 Vardas15371 5 4 7 4 3 10 
Pavarde15372 Vardas15372 6 4 1 5 4 0 
Pavarde15373 Vardas15373 10 2 4 1 7 6 
Pavarde15374 Vardas15374 10 7 9 2 2 3 
Pavarde15375 Vardas15375 5 10 8 3 5 4 
Pavarde15376 Vardas15376 5 8 3 0 9 4 
Pavarde15377 Vardas15377 4 0 5 6 4 9 
Pavarde15378 Vardas15378 9 10 2 10 0 5 
Pavarde15379 Vardas15379 0 7 4 4 10 3 
Pavarde15380 Vardas15380 3 9 10 10 1 9 
Pavarde15381 Vardas15381 3 5 5 4 5 5 
Pavarde15382 Vardas15382 5 2 5 3 8 8 
Pavarde15383 Vardas15383 6 10 2 3 1 1 
Pavarde15384 Vardas15384 1 4 10 1 8 7 
Pavarde15385 Vardas15385 5 4 9 1 3 1 
Pavarde15386 Vardas15386 6 8 4 8 3 2 
Pavarde15387 Vardas15387 0 8 2 2 9 10 
Pavarde15388 Vardas15388 10 3 9 3 9 9 
Pavarde15389 Vardas15389 10 7 3 7 10 0 
Pavarde15390 Vardas15390 3 8 5 5 1 8 
Pavarde15391 Vardas15391 7 7 2 8 8 5 
Pavarde15392 Vardas15392 1 9 3 7 7 9 
Pavarde15393 Vardas15393 9 1 8 10 7 6 
Pavarde15394 Vardas15394 7 10 0 0 10 8 
Pavarde15395 Vardas15395 6 0 7 10 1 7 
Pavarde15396 Vardas15396 5 5 2 6 4 3 
Pavarde15397 Vardas15397 5 4 0 3 9 2 
Pavarde15398 Vardas15398 10 8 7 5 0 6 
Pavarde15399 Vardas15399 9 3 6 2 8 4 
Pavarde15400 Vardas15400 3 4 6 5 5 0 
Pavarde15401 Vardas15401 3 1 2 4 1 1 
Pavarde15402 Vardas15402 2 8 5 0 5 2 
Pavarde15403 Vardas15403 5 7 2 3 8 0 
Pavarde15404 Vardas15404 9 8 0 3 2 9 
Pavarde15405 Vardas15405 2 7 10 7 5 4 
Pavarde15406 Vardas15406 3 10 0 2 3 3 
Pavarde15407 Vardas15407 7 5 4 2 0 4 
Pavarde15408 Vardas15408 2 1 5 10 7 9 
Pavarde15409 Vardas15409 0 9 7 10 8 3 
Pavarde15410 Vardas15410 6 0 9 9 6 0 
Pavarde15411 Vardas15411 6 10 8 3 3 1 
Pavarde15412 Vardas15412 6 10 10 2 7 7 
Pavarde15413 Vardas15413 9 0 0 0 4 5 
Pavarde15414 Vardas15414 2 3 0 1 0 2 
Pavarde15415 Vardas15415 8 4 7 4 6 1 
Pavarde15416 Vardas15416 2 1 5 6 9 8 
Pavarde15417 Vardas15417 1 2 2 5 0 8 
Pavarde15418 Vardas15418 3 1 10 2 2 7 
Pavarde15419 Vardas15419 8 7 6 8 7 9 
Pavarde15420 Vardas15420 7 2 7 5 1 0 
Pavarde15421 Vardas15421 8 9 2 1 7 7 
Pavarde15422 Vardas15422 1 5 2 4 7 6 
Pavarde15423 Vardas15423 9 6 3 0 0 9 
Pavarde15424 Vardas15424 10 6 9 10 10 1 
Pavarde15425 Vardas15425 3 7 7 5 9 9 
Pavarde15426 Vardas15426 4 3 5 1 9 6 
Pavarde15427 Vardas15427 4 9 6 10 7 9 
Pavarde15428 Vardas15428 6 1 7 5 4 2 
Pavarde15429 Vardas15429 4 1 8 10 2 9 
Pavarde15430 Vardas15430 4 7 9 9 2 1 
Pavarde15431 Vardas15431 10 6 6 0 9 8 
Pavarde15432 Vardas15432 9 0 2 6 1 0 
Pavarde15433 Vardas15433 2 6 6 3 2 1 
Pavarde15434 Vardas15434 1 9 4 3 5 2 
Pavarde15435 Vardas15435 1 1 8 2 6 0 
Pavarde15436 Vardas15436 7 6 3 10 3 1 
Pavarde15437 Vardas15437 9 0 1 9 4 7 
Pavarde15438 Vardas15438 4 6 7 3 0 7 
Pavarde15439 Vardas15439 6 4 5 4 2 7 
Pavarde15440 Vardas15440 0 1 9 5 4 10 
Pavarde15441 Vardas15441 3 6 8 5 6 4 
Pavarde15442 Vardas15442 3 10 7 8 7 3 
Pavarde15443 Vardas15443 3 10 8 4 8 0 
Pavarde15444 Vardas15444 10 4 7 3 5 7 
Pavarde15445 Vardas15445 4 7 7 0 10 9 
Pavarde15446 Vardas15446 7 9 3 5 5 2 
Pavarde15447 Vardas15447 10 6 8 6 1 5 
Pavarde15448 Vardas15448 8 6 0 2 3 1 
Pavarde15449 Vardas15449 4 7 10 6 6 9 
Pavarde15450 Vardas15450 8 7 8 10 8 3 
Pavarde15451 Vardas15451 5 1 2 3 2 3 
Pavarde15452 Vardas15452 7 1 10 9 8 6 
Pavarde15453 Vardas15453 5 2 1 4 1 4 
Pavarde15454 Vardas15454 7 1 0 3 6 8 
Pavarde15455 Vardas15455 9 2 6 3 10 9 
Pavarde15456 Vardas15456 10 8 6 2 10 8 
Pavarde15457 Vardas15457 5 2 10 9 9 1 
Pavarde15458 Vardas15458 8 10 3 8 3 6 
Pavarde15459 Vardas15459 6 9 6 8 8 0 
Pavarde15460 Vardas15460 10 2 5 6 0 1 
Pavarde15461 Vardas15461 9 5 2 6 7 5 
Pavarde15462 Vardas15462 0 3 6 9 6 7 
Pavarde15463 Vardas15463 0 0 3 0 9 1 
Pavarde15464 Vardas15464 3 8 7 6 0 0 
Pavarde15465 Vardas15465 8 6 2 10 4 3 
Pavarde15466 Vardas15466 8 4 8 2 5 3 
Pavarde15467 Vardas15467 9 10 6 1 6 6 
Pavarde15468 Vardas15468 5 1 8 5 6 2 
Pavarde15469 Vardas15469 8 4 4 3 5 8 
Pavarde15470 Vardas15470 0 10 0 8 7 8 
Pavarde15471 Vardas15471 2 9 5 7 7 4 
Pavarde15472 Vardas15472 1 9 3 1 5 8 
Pavarde15473 Vardas15473 2 4 6 10 4 5 
Pavarde15474 Vardas15474 3 8 1 9 10 6 
Pavarde15475 Vardas15475 2 9 1 2 10 4 
Pavarde15476 Vardas15476 8 7 6 6 2 9 
Pavarde15477 Vardas15477 9 6 6 3 0 3 
Pavarde15478 Vardas15478 1 5 6 9 0 3 
Pavarde15479 Vardas15479 0 0 0 8 4 8 
Pavarde15480 Vardas15480 6 8 1 6 10 7 
Pavarde15481 Vardas15481 2 9 6 10 6 2 
Pavarde15482 Vardas15482 10 1 1 3 6 4 
Pavarde15483 Vardas15483 1 0 9 3 2 9 
Pavarde15484 Vardas15484 4 8 9 3 2 1 
Pavarde15485 Vardas15485 8 5 1 9 10 10 
Pavarde15486 Vardas15486 3 7 2 10 9 4 
Pavarde15487 Vardas15487 5 5 2 2 8 3 
Pavarde15488 Vardas15488 1 10 9 8 6 1 
Pavarde15489 Vardas15489 0 3 1 2 2 5 
Pavarde15490 Vardas15490 7 4 7 5 7 3 
Pavarde15491 Vardas15491 10 1 2 6 6 4 
Pavarde15492 Vardas15492 0 10 2 1 6 8 
Pavarde15493 Vardas15493 5 3 4 1 10 4 
Pavarde15494 Vardas15494 9 8 7 4 2 7 
Pavarde15495 Vardas15495 0 2 2 4 0 5 
Pavarde15496 Vardas15496 3 4 0 6 1 6 
Pavarde15497 Vardas15497 7 0 5 10 3 1 
Pavarde15498 Vardas15498 0 3 6 2 8 6 
Pavarde15499 Vardas15499 6 7 0 7 10 1 
Pavarde15500 Vardas15500 5 0 6 6 2 5 
Pavarde15501 Vardas15501 5 10 8 1 1 2 
Pavarde15502 Vardas15502 2 7 1 7 10 2 
Pavarde15503 Vardas15503 3 4 3 3 6 10 
Pavarde15504 Vardas15504 9 3 6 5 5 6 
Pavarde15505 Vardas15505 3 10 5 9 9 2 
Pavarde15506 Vardas15506 10 10 8 8 8 1 
Pavarde15507 Vardas15507 3 10 4 8 0 6 
Pavarde15508 Vardas15508 2 8 9 10 10 9 
Pavarde15509 Vardas15509 8 7 5 5 0 7 
Pavarde15510 Vardas15510 9 4 7 9 8 6 
Pavarde15511 Vardas15511 8 9 2 8 3 7 
Pavarde15512 Vardas15512 0 5 4 8 6 5 
Pavarde15513 Vardas15513 10 8 5 0 4 0 
Pavarde15514 Vardas15514 2 0 7 4 7 8 
Pavarde15515 Vardas15515 6 5 6 5 3 6 
Pavarde15516 Vardas15516 7 6 6 0 6 2 
Pavarde15517 Vardas15517 10 8 0 3 4 9 
Pavarde15518 Vardas15518 10 5 2 5 0 8 
Pavarde15519 Vardas15519 5 10 0 6 5 5 
Pavarde15520 Vardas15520 7 2 4 10 2 8 
Pavarde15521 Vardas15521 3 5 5 0 1 7 
Pavarde15522 Vardas15522 3 9 0 10 8 4 
Pavarde15523 Vardas15523 10 4 7 1 1 10 
Pavarde15524 Vardas15524 5 10 6 10 0 5 
Pavarde15525 Vardas15525 6 1 10 9 0 5 
Pavarde15526 Vardas15526 5 1 7 2 4 0 
Pavarde15527 Vardas15527 4 8 6 4 3 6 
Pavarde15528 Vardas15528 1 5 0 7 7 6 
Pavarde15529 Vardas15529 0 8 5 3 0 6 
