Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde1807 Vardas1807 6 5 1 5 6 9 
Pavarde1808 Vardas1808 5 7 5 1 7 7 
Pavarde1809 Vardas1809 1 1 2 3 0 4 
Pavarde1810 Vardas1810 1 4 0 6 8 0 
Pavarde1811 Vardas1811 8 9 3 4 9 6 
Pavarde1812 Vardas1812 10 3 0 8 4 8 
Pavarde1813 Vardas1813 9 0 7 8 7 1 
Pavarde1814 Vardas1814 3 10 7 8 8 8 
Pavarde1815 Vardas1815 4 5 1 6 8 6 
Pavarde1816 Vardas1816 3 1 5 9 7 9 
Pavarde1817 Vardas1817 0 4 1 0 1 0 
Pavarde1818 Vardas1818 10 4 6 6 10 8 
Pavarde1819 Vardas1819 1 2 4 4 8 2 
Pavarde1820 Vardas1820 1 10 10 8 2 10 
Pavarde1821 Vardas1821 10 0 10 3 5 5 
Pavarde1822 Vardas1822 0 9 8 4 9 0 
Pavarde1823 Vardas1823 10 9 3 4 4 10 
Pavarde1824 Vardas1824 7 5 6 1 9 0 
Pavarde1825 Vardas1825 7 8 0 7 5 6 
Pavarde1826 Vardas1826 3 6 6 10 3 3 
Pavarde1827 Vardas1827 5 4 2 2 0 4 
Pavarde1828 Vardas1828 9 1 10 1 10 7 
Pavarde1829 Vardas1829 0 0 6 9 9 5 
Pavarde1830 Vardas1830 1 0 0 0 9 10 
Pavarde1831 Vardas1831 9 2 0 3 5 7 
Pavarde1832 Vardas1832 0 6 1 3 5 4 
Pavarde1833 Vardas1833 2 3 10 4 3 7 
Pavarde1834 Vardas1834 5 0 9 8 4 3 
Pavarde1835 Vardas1835 4 2 6 1 9 8 
Pavarde1836 Vardas1836 1 0 7 3 10 9 
Pavarde1837 Vardas1837 3 9 0 3 10 1 
Pavarde1838 Vardas1838 1 5 1 1 4 5 
Pavarde1839 Vardas1839 4 6 0 2 8 0 
Pavarde1840 Vardas1840 1 6 9 1 1 2 
Pavarde1841 Vardas1841 8 9 5 5 9 3 
Pavarde1842 Vardas1842 7 8 2 4 4 8 
Pavarde1843 Vardas1843 8 8 0 9 1 8 
Pavarde1844 Vardas1844 2 1 4 0 8 6 
Pavarde1845 Vardas1845 1 1 1 9 9 3 
Pavarde1846 Vardas1846 7 7 9 8 8 7 
Pavarde1847 Vardas1847 10 8 3 5 7 3 
Pavarde1848 Vardas1848 5 7 9 2 6 4 
Pavarde1849 Vardas1849 0 8 0 5 3 1 
Pavarde1850 Vardas1850 9 6 6 1 6 2 
Pavarde1851 Vardas1851 8 9 6 1 7 10 
Pavarde1852 Vardas1852 2 6 6 7 4 3 
Pavarde1853 Vardas1853 8 2 9 2 0 9 
Pavarde1854 Vardas1854 3 10 10 9 8 1 
Pavarde1855 Vardas1855 6 2 2 3 4 1 
Pavarde1856 Vardas1856 3 5 5 9 10 6 
Pavarde1857 Vardas1857 0 0 1 0 7 7 
Pavarde1858 Vardas1858 0 3 8 6 3 8 
Pavarde1859 Vardas1859 6 8 0 2 8 9 
Pavarde1860 Vardas1860 1 0 1 7 3 8 
Pavarde1861 Vardas1861 3 8 3 0 1 8 
Pavarde1862 Vardas1862 7 3 5 4 0 2 
Pavarde1863 Vardas1863 6 8 1 2 10 2 
Pavarde1864 Vardas1864 9 1 0 2 9 7 
Pavarde1865 Vardas1865 6 9 5 4 0 0 
Pavarde1866 Vardas1866 6 8 6 4 5 10 
Pavarde1867 Vardas1867 4 9 4 2 0 2 
Pavarde1868 Vardas1868 9 4 10 10 4 1 
Pavarde1869 Vardas1869 5 7 7 3 10 8 
Pavarde1870 Vardas1870 8 9 10 6 0 7 
Pavarde1871 Vardas1871 5 8 0 2 8 7 
Pavarde1872 Vardas1872 2 3 6 6 5 0 
Pavarde1873 Vardas1873 10 10 6 3 3 5 
Pavarde1874 Vardas1874 2 5 3 2 1 8 
Pavarde1875 Vardas1875 6 0 2 7 1 5 
Pavarde1876 Vardas1876 5 8 4 7 3 4 
Pavarde1877 Vardas1877 10 0 2 9 1 6 
Pavarde1878 Vardas1878 10 6 2 7 1 0 
Pavarde1879 Vardas1879 0 5 7 7 8 3 
Pavarde1880 Vardas1880 10 3 4 3 1 4 
Pavarde1881 Vardas1881 8 7 8 0 9 3 
Pavarde1882 Vardas1882 10 10 8 4 0 5 
Pavarde1883 Vardas1883 3 5 4 0 10 4 
Pavarde1884 Vardas1884 3 0 10 2 6 3 
Pavarde1885 Vardas1885 8 2 1 0 7 7 
Pavarde1886 Vardas1886 10 9 7 4 9 1 
Pavarde1887 Vardas1887 8 8 0 10 1 5 
Pavarde1888 Vardas1888 8 7 7 1 5 10 
Pavarde1889 Vardas1889 0 2 8 1 1 1 
Pavarde1890 Vardas1890 5 2 4 0 5 6 
Pavarde1891 Vardas1891 9 6 2 8 7 1 
Pavarde1892 Vardas1892 0 7 0 9 5 3 
Pavarde1893 Vardas1893 8 4 5 7 2 2 
Pavarde1894 Vardas1894 5 4 9 3 0 2 
Pavarde1895 Vardas1895 2 9 6 6 6 1 
Pavarde1896 Vardas1896 7 6 1 2 9 9 
Pavarde1897 Vardas1897 6 5 7 3 6 7 
Pavarde1898 Vardas1898 0 3 7 0 9 0 
Pavarde1899 Vardas1899 5 9 0 3 1 1 
Pavarde1900 Vardas1900 6 10 6 7 9 1 
Pavarde1901 Vardas1901 6 6 8 3 7 3 
Pavarde1902 Vardas1902 6 3 10 9 7 5 
Pavarde1903 Vardas1903 3 5 9 6 2 7 
Pavarde1904 Vardas1904 2 6 6 10 10 8 
Pavarde1905 Vardas1905 10 8 5 1 5 6 
Pavarde1906 Vardas1906 10 7 10 1 10 3 
Pavarde1907 Vardas1907 9 2 1 6 7 1 
Pavarde1908 Vardas1908 9 2 1 3 1 6 
Pavarde1909 Vardas1909 2 2 7 5 7 8 
Pavarde1910 Vardas1910 7 3 10 0 5 8 
Pavarde1911 Vardas1911 3 3 5 7 10 0 
Pavarde1912 Vardas1912 0 2 8 0 5 8 
Pavarde1913 Vardas1913 1 8 3 9 6 6 
Pavarde1914 Vardas1914 4 10 3 3 1 1 
Pavarde1915 Vardas1915 0 3 0 4 4 3 
Pavarde1916 Vardas1916 2 5 4 5 3 5 
Pavarde1917 Vardas1917 0 9 0 5 7 10 
Pavarde1918 Vardas1918 7 8 2 1 5 9 
Pavarde1919 Vardas1919 8 7 4 9 2 1 
Pavarde1920 Vardas1920 10 6 8 2 10 5 
Pavarde1921 Vardas1921 9 4 6 0 9 4 
Pavarde1922 Vardas1922 5 4 6 5 5 5 
Pavarde1923 Vardas1923 6 3 2 4 3 7 
Pavarde1924 Vardas1924 0 5 2 1 1 5 
Pavarde1925 Vardas1925 3 3 6 0 10 7 
Pavarde1926 Vardas1926 10 9 4 8 9 7 
Pavarde1927 Vardas1927 0 10 6 3 0 7 
Pavarde1928 Vardas1928 2 2 7 7 8 3 
Pavarde1929 Vardas1929 2 9 5 10 8 5 
Pavarde1930 Vardas1930 8 9 4 2 10 10 
Pavarde1931 Vardas1931 8 2 2 6 6 9 
Pavarde1932 Vardas1932 6 8 1 2 6 3 
Pavarde1933 Vardas1933 3 2 7 9 9 6 
Pavarde1934 Vardas1934 2 0 3 7 2 10 
Pavarde1935 Vardas1935 10 7 7 8 7 9 
Pavarde1936 Vardas1936 9 2 0 4 8 5 
Pavarde1937 Vardas1937 3 10 1 2 2 6 
Pavarde1938 Vardas1938 8 1 1 2 2 0 
Pavarde1939 Vardas1939 4 7 2 9 0 5 
Pavarde1940 Vardas1940 2 6 6 2 4 9 
Pavarde1941 Vardas1941 10 8 4 2 1 0 
Pavarde1942 Vardas1942 1 3 2 8 5 3 
Pavarde1943 Vardas1943 6 5 9 2 3 6 
Pavarde1944 Vardas1944 0 5 2 7 6 10 
Pavarde1945 Vardas1945 10 4 0 1 2 1 
Pavarde1946 Vardas1946 10 7 5 10 0 4 
Pavarde1947 Vardas1947 7 9 8 7 3 9 
Pavarde1948 Vardas1948 8 6 2 1 1 1 
Pavarde1949 Vardas1949 4 7 6 7 2 4 
Pavarde1950 Vardas1950 5 3 5 1 4 4 
Pavarde1951 Vardas1951 4 5 1 5 9 3 
Pavarde1952 Vardas1952 5 8 9 8 9 1 
Pavarde1953 Vardas1953 9 9 1 9 2 1 
Pavarde1954 Vardas1954 9 1 2 6 7 1 
Pavarde1955 Vardas1955 4 8 7 10 0 0 
Pavarde1956 Vardas1956 0 4 8 2 4 7 
Pavarde1957 Vardas1957 2 10 4 6 6 8 
Pavarde1958 Vardas1958 1 9 7 9 1 5 
Pavarde1959 Vardas1959 6 1 9 2 1 8 
Pavarde1960 Vardas1960 0 8 7 10 1 5 
Pavarde1961 Vardas1961 10 9 2 5 9 6 
Pavarde1962 Vardas1962 1 1 3 9 10 4 
Pavarde1963 Vardas1963 7 9 2 1 3 5 
Pavarde1964 Vardas1964 7 0 4 9 9 6 
Pavarde1965 Vardas1965 1 6 0 9 9 9 
Pavarde1966 Vardas1966 1 3 5 2 2 6 
Pavarde1967 Vardas1967 10 7 1 9 1 6 
Pavarde1968 Vardas1968 3 3 10 2 1 7 
Pavarde1969 Vardas1969 6 0 4 2 7 1 
Pavarde1970 Vardas1970 10 9 4 8 10 1 
Pavarde1971 Vardas1971 9 8 8 0 2 0 
Pavarde1972 Vardas1972 6 6 7 1 2 4 
Pavarde1973 Vardas1973 1 1 0 5 4 2 
Pavarde1974 Vardas1974 1 5 7 5 6 5 
Pavarde1975 Vardas1975 1 10 3 8 8 7 
Pavarde1976 Vardas1976 4 4 4 1 8 10 
Pavarde1977 Vardas1977 1 0 1 1 6 2 
Pavarde1978 Vardas1978 7 6 5 2 8 6 
Pavarde1979 Vardas1979 7 0 9 1 3 0 
Pavarde1980 Vardas1980 8 5 0 0 7 9 
Pavarde1981 Vardas1981 6 3 2 2 4 2 
Pavarde1982 Vardas1982 10 9 8 6 7 9 
Pavarde1983 Vardas1983 10 5 6 7 7 1 
Pavarde1984 Vardas1984 4 8 7 2 5 2 
Pavarde1985 Vardas1985 10 10 3 0 10 8 
Pavarde1986 Vardas1986 5 3 4 2 3 2 
Pavarde1987 Vardas1987 5 4 4 10 0 3 
Pavarde1988 Vardas1988 7 9 1 8 9 10 
Pavarde1989 Vardas1989 6 7 1 2 10 3 
Pavarde1990 Vardas1990 5 10 0 7 1 6 
Pavarde1991 Vardas1991 0 1 10 4 6 7 
Pavarde1992 Vardas1992 1 1 5 5 1 9 
Pavarde1993 Vardas1993 5 9 5 8 4 5 
Pavarde1994 Vardas1994 0 5 7 4 3 8 
Pavarde1995 Vardas1995 3 9 5 8 10 7 
Pavarde1996 Vardas1996 2 6 9 6 10 2 
Pavarde1997 Vardas1997 7 3 0 7 0 0 
Pavarde1998 Vardas1998 10 2 8 0 6 3 
Pavarde1999 Vardas1999 2 7 4 3 9 4 
Pavarde2000 Vardas2000 6 2 6 7 2 5 
Pavarde2001 Vardas2001 1 7 10 2 2 4 
Pavarde2002 Vardas2002 2 6 8 6 6 2 
Pavarde2003 Vardas2003 9 10 1 6 5 8 
Pavarde2004 Vardas2004 0 6 9 2 9 2 
Pavarde2005 Vardas2005 5 2 6 0 2 5 
Pavarde2006 Vardas2006 9 10 10 1 7 7 
Pavarde2007 Vardas2007 0 0 10 2 7 4 
Pavarde2008 Vardas2008 8 1 6 9 10 1 
Pavarde2009 Vardas2009 5 10 10 2 3 1 
Pavarde2010 Vardas2010 2 8 4 2 4 10 
Pavarde2011 Vardas2011 9 4 4 1 8 0 
Pavarde2012 Vardas2012 2 7 10 10 2 8 
Pavarde2013 Vardas2013 3 2 9 6 6 9 
Pavarde2014 Vardas2014 3 1 10 7 3 10 
Pavarde2015 Vardas2015 2 5 8 5 9 0 
Pavarde2016 Vardas2016 3 1 0 2 7 4 
Pavarde2017 Vardas2017 7 10 3 2 8 0 
Pavarde2018 Vardas2018 10 4 1 2 0 2 
Pavarde2019 Vardas2019 8 0 6 4 8 2 
Pavarde2020 Vardas2020 10 0 3 6 8 8 
Pavarde2021 Vardas2021 7 3 7 8 4 1 
Pavarde2022 Vardas2022 0 3 2 2 2 7 
Pavarde2023 Vardas2023 9 10 5 5 3 3 
Pavarde2024 Vardas2024 9 3 4 6 2 9 
Pavarde2025 Vardas2025 1 7 5 10 0 5 
Pavarde2026 Vardas2026 10 6 1 0 2 8 
Pavarde2027 Vardas2027 5 3 6 10 3 4 
Pavarde2028 Vardas2028 3 9 2 5 1 2 
Pavarde2029 Vardas2029 2 6 1 2 10 6 
Pavarde2030 Vardas2030 4 3 8 5 0 7 
Pavarde2031 Vardas2031 4 0 1 3 9 7 
Pavarde2032 Vardas2032 9 1 7 0 4 5 
Pavarde2033 Vardas2033 6 2 0 7 2 7 
Pavarde2034 Vardas2034 9 5 9 1 10 7 
Pavarde2035 Vardas2035 2 5 6 0 9 10 
Pavarde2036 Vardas2036 5 3 5 1 3 4 
Pavarde2037 Vardas2037 1 6 7 3 5 8 
Pavarde2038 Vardas2038 10 9 8 4 2 6 
Pavarde2039 Vardas2039 6 5 1 10 8 3 
Pavarde2040 Vardas2040 3 9 4 7 4 6 
Pavarde2041 Vardas2041 0 9 4 5 5 8 
Pavarde2042 Vardas2042 7 8 5 6 10 0 
Pavarde2043 Vardas2043 4 9 6 10 3 7 
Pavarde2044 Vardas2044 9 3 8 10 6 4 
Pavarde2045 Vardas2045 5 2 10 0 9 7 
Pavarde2046 Vardas2046 0 0 4 5 4 0 
Pavarde2047 Vardas2047 2 6 0 9 1 0 
Pavarde2048 Vardas2048 2 5 8 0 3 3 
Pavarde2049 Vardas2049 1 0 2 10 2 4 
Pavarde2050 Vardas2050 2 2 6 7 2 2 
Pavarde2051 Vardas2051 1 2 2 7 8 10 
Pavarde2052 Vardas2052 3 3 9 1 7 2 
Pavarde2053 Vardas2053 6 0 4 2 8 9 
Pavarde2054 Vardas2054 0 3 4 6 7 9 
Pavarde2055 Vardas2055 5 2 8 7 10 0 
Pavarde2056 Vardas2056 2 4 5 8 8 1 
Pavarde2057 Vardas2057 9 8 2 9 3 5 
Pavarde2058 Vardas2058 9 10 10 9 2 9 
Pavarde2059 Vardas2059 0 0 0 5 0 3 
Pavarde2060 Vardas2060 1 8 0 7 9 10 
Pavarde2061 Vardas2061 8 10 9 1 2 4 
Pavarde2062 Vardas2062 9 2 4 0 3 7 
Pavarde2063 Vardas2063 5 5 5 1 7 0 
Pavarde2064 Vardas2064 1 5 8 5 7 8 
Pavarde2065 Vardas2065 3 4 0 10 3 3 
Pavarde2066 Vardas2066 7 1 8 0 6 1 
Pavarde2067 Vardas2067 6 8 7 7 4 6 
Pavarde2068 Vardas2068 0 10 2 2 0 8 
Pavarde2069 Vardas2069 8 2 4 10 0 2 
Pavarde2070 Vardas2070 7 4 10 2 9 8 
Pavarde2071 Vardas2071 6 7 1 10 2 4 
Pavarde2072 Vardas2072 9 6 0 0 10 7 
Pavarde2073 Vardas2073 3 8 2 3 5 8 
Pavarde2074 Vardas2074 10 6 8 8 7 8 
Pavarde2075 Vardas2075 3 1 9 0 2 2 
Pavarde2076 Vardas2076 8 0 4 5 1 1 
Pavarde2077 Vardas2077 9 7 4 1 6 3 
Pavarde2078 Vardas2078 2 7 1 5 9 8 
Pavarde2079 Vardas2079 1 4 3 1 6 6 
Pavarde2080 Vardas2080 9 3 8 5 5 5 
Pavarde2081 Vardas2081 6 9 3 10 10 7 
Pavarde2082 Vardas2082 10 2 7 1 2 5 
Pavarde2083 Vardas2083 5 5 6 8 10 2 
Pavarde2084 Vardas2084 8 7 9 6 9 9 
Pavarde2085 Vardas2085 5 4 10 10 4 4 
Pavarde2086 Vardas2086 7 2 4 5 2 9 
Pavarde2087 Vardas2087 4 9 6 6 6 6 
Pavarde2088 Vardas2088 6 0 9 2 0 9 
Pavarde2089 Vardas2089 0 1 7 7 5 4 
Pavarde2090 Vardas2090 0 1 6 1 3 6 
Pavarde2091 Vardas2091 7 2 1 6 1 3 
Pavarde2092 Vardas2092 5 7 2 1 0 3 
Pavarde2093 Vardas2093 4 4 8 1 9 7 
Pavarde2094 Vardas2094 1 7 5 0 0 7 
Pavarde2095 Vardas2095 9 8 0 0 0 8 
Pavarde2096 Vardas2096 5 6 4 4 4 10 
Pavarde2097 Vardas2097 9 4 3 6 6 7 
Pavarde2098 Vardas2098 10 7 9 9 4 6 
Pavarde2099 Vardas2099 8 3 5 1 3 1 
Pavarde2100 Vardas2100 6 1 6 10 9 6 
Pavarde2101 Vardas2101 6 5 2 4 8 5 
Pavarde2102 Vardas2102 9 3 2 3 2 0 
Pavarde2103 Vardas2103 7 4 4 5 0 5 
Pavarde2104 Vardas2104 4 9 3 8 10 4 
Pavarde2105 Vardas2105 6 4 4 8 4 9 
Pavarde2106 Vardas2106 0 6 7 3 2 9 
Pavarde2107 Vardas2107 9 0 2 6 2 4 
Pavarde2108 Vardas2108 6 0 7 8 4 4 
Pavarde2109 Vardas2109 3 4 8 4 7 6 
Pavarde2110 Vardas2110 5 0 1 4 7 5 
Pavarde2111 Vardas2111 9 3 0 8 0 8 
Pavarde2112 Vardas2112 10 2 7 7 2 4 
Pavarde2113 Vardas2113 2 2 4 7 6 10 
Pavarde2114 Vardas2114 10 3 7 6 8 2 
Pavarde2115 Vardas2115 10 6 5 1 3 0 
Pavarde2116 Vardas2116 10 7 7 0 9 6 
Pavarde2117 Vardas2117 7 9 8 2 2 3 
Pavarde2118 Vardas2118 3 5 4 6 9 4 
Pavarde2119 Vardas2119 7 6 2 2 7 3 
Pavarde2120 Vardas2120 10 4 0 7 2 7 
Pavarde2121 Vardas2121 5 2 9 1 4 1 
Pavarde2122 Vardas2122 4 4 5 4 1 6 
Pavarde2123 Vardas2123 4 8 6 4 10 9 
Pavarde2124 Vardas2124 10 4 0 10 4 8 
Pavarde2125 Vardas2125 0 8 10 7 9 6 
Pavarde2126 Vardas2126 7 7 1 0 2 10 
Pavarde2127 Vardas2127 8 6 0 5 5 7 
Pavarde2128 Vardas2128 9 8 1 10 8 2 
Pavarde2129 Vardas2129 8 2 4 7 7 10 
Pavarde2130 Vardas2130 4 9 4 5 9 10 
Pavarde2131 Vardas2131 3 4 7 7 7 5 
Pavarde2132 Vardas2132 2 4 10 8 1 7 
Pavarde2133 Vardas2133 4 5 2 3 4 0 
Pavarde2134 Vardas2134 5 1 4 5 10 9 
Pavarde2135 Vardas2135 5 1 9 6 4 6 
Pavarde2136 Vardas2136 7 5 3 3 3 3 
Pavarde2137 Vardas2137 3 0 2 3 7 7 
Pavarde2138 Vardas2138 6 1 1 6 2 1 
Pavarde2139 Vardas2139 9 1 0 0 6 7 
Pavarde2140 Vardas2140 4 9 5 2 0 6 
Pavarde2141 Vardas2141 5 9 9 0 7 5 
Pavarde2142 Vardas2142 10 10 6 7 8 8 
Pavarde2143 Vardas2143 4 9 0 3 5 9 
Pavarde2144 Vardas2144 5 7 6 5 3 0 
Pavarde2145 Vardas2145 5 9 0 0 9 3 
Pavarde2146 Vardas2146 10 8 3 9 10 4 
Pavarde2147 Vardas2147 3 2 3 9 5 1 
Pavarde2148 Vardas2148 7 2 4 7 10 0 
Pavarde2149 Vardas2149 2 0 6 4 4 6 
Pavarde2150 Vardas2150 10 4 0 3 2 8 
Pavarde2151 Vardas2151 2 3 4 5 3 3 
Pavarde2152 Vardas2152 8 1 9 0 0 1 
Pavarde2153 Vardas2153 6 8 7 5 4 8 
Pavarde2154 Vardas2154 4 7 0 4 7 5 
Pavarde2155 Vardas2155 9 8 6 10 5 2 
Pavarde2156 Vardas2156 4 3 6 4 9 0 
Pavarde2157 Vardas2157 0 0 3 7 1 3 
Pavarde2158 Vardas2158 3 5 8 2 4 7 
Pavarde2159 Vardas2159 4 6 2 4 9 9 
Pavarde2160 Vardas2160 7 1 7 5 1 9 
Pavarde2161 Vardas2161 3 1 6 9 7 7 
Pavarde2162 Vardas2162 5 7 9 0 10 1 
Pavarde2163 Vardas2163 9 6 2 0 6 0 
Pavarde2164 Vardas2164 9 1 10 1 9 3 
Pavarde2165 Vardas2165 0 8 0 1 8 5 
Pavarde2166 Vardas2166 5 5 10 3 6 10 
Pavarde2167 Vardas2167 6 3 1 5 1 3 
Pavarde2168 Vardas2168 10 10 8 5 3 2 
Pavarde2169 Vardas2169 8 2 10 10 3 0 
Pavarde2170 Vardas2170 8 4 5 2 2 4 
Pavarde2171 Vardas2171 7 5 4 7 9 8 
Pavarde2172 Vardas2172 10 6 9 0 6 2 
Pavarde2173 Vardas2173 4 9 2 7 5 10 
Pavarde2174 Vardas2174 2 5 8 4 5 0 
Pavarde2175 Vardas2175 9 3 8 6 6 0 
Pavarde2176 Vardas2176 2 3 2 3 10 5 
Pavarde2177 Vardas2177 3 6 10 2 3 10 
Pavarde2178 Vardas2178 10 7 10 9 5 4 
Pavarde2179 Vardas2179 7 9 0 2 5 8 
Pavarde2180 Vardas2180 5 9 7 9 7 3 
Pavarde2181 Vardas2181 2 1 9 8 8 9 
Pavarde2182 Vardas2182 1 5 7 1 4 5 
Pavarde2183 Vardas2183 8 8 5 3 0 8 
Pavarde2184 Vardas2184 9 5 9 1 5 5 
Pavarde2185 Vardas2185 2 2 2 5 0 10 
Pavarde2186 Vardas2186 10 1 7 8 5 6 
Pavarde2187 Vardas2187 10 0 9 2 2 8 
Pavarde2188 Vardas2188 1 4 10 2 10 8 
Pavarde2189 Vardas2189 0 9 9 7 6 7 
Pavarde2190 Vardas2190 3 3 7 2 4 0 
Pavarde2191 Vardas2191 0 7 6 3 7 0 
Pavarde2192 Vardas2192 6 3 4 0 4 3 
Pavarde2193 Vardas2193 3 8 2 2 4 9 
Pavarde2194 Vardas2194 9 0 1 7 10 1 
Pavarde2195 Vardas2195 5 9 7 5 1 7 
Pavarde2196 Vardas2196 7 10 0 4 5 1 
Pavarde2197 Vardas2197 5 0 7 6 7 1 
Pavarde2198 Vardas2198 1 8 10 0 0 7 
Pavarde2199 Vardas2199 7 8 2 2 7 7 
Pavarde2200 Vardas2200 9 1 0 8 9 7 
Pavarde2201 Vardas2201 4 1 9 1 0 5 
Pavarde2202 Vardas2202 2 7 8 5 7 6 
Pavarde2203 Vardas2203 2 6 7 0 6 9 
Pavarde2204 Vardas2204 3 10 6 7 2 5 
Pavarde2205 Vardas2205 6 7 6 6 7 8 
Pavarde2206 Vardas2206 3 5 6 9 3 9 
Pavarde2207 Vardas2207 1 3 2 6 8 6 
Pavarde2208 Vardas2208 9 7 4 6 8 7 
Pavarde2209 Vardas2209 2 2 7 3 6 8 
Pavarde2210 Vardas2210 5 4 4 3 5 4 
Pavarde2211 Vardas2211 8 4 8 2 3 6 
Pavarde2212 Vardas2212 4 6 3 6 4 6 
Pavarde2213 Vardas2213 1 0 3 8 7 9 
Pavarde2214 Vardas2214 8 7 1 8 0 6 
Pavarde2215 Vardas2215 3 0 2 6 9 5 
Pavarde2216 Vardas2216 8 1 10 10 1 2 
Pavarde2217 Vardas2217 7 8 7 4 7 10 
Pavarde2218 Vardas2218 4 5 10 3 8 7 
Pavarde2219 Vardas2219 5 9 6 6 3 6 
Pavarde2220 Vardas2220 10 8 2 8 8 7 
Pavarde2221 Vardas2221 5 2 4 6 4 2 
Pavarde2222 Vardas2222 6 3 4 3 10 5 
Pavarde2223 Vardas2223 3 2 9 4 9 4 
Pavarde2224 Vardas2224 10 2 2 2 1 10 
Pavarde2225 Vardas2225 9 6 6 3 7 2 
Pavarde2226 Vardas2226 8 9 10 5 9 10 
Pavarde2227 Vardas2227 6 0 4 5 4 8 
Pavarde2228 Vardas2228 3 3 9 1 9 6 
Pavarde2229 Vardas2229 8 10 7 0 1 9 
Pavarde2230 Vardas2230 9 0 9 10 6 0 
Pavarde2231 Vardas2231 4 10 7 2 6 3 
Pavarde2232 Vardas2232 6 6 7 9 3 7 
Pavarde2233 Vardas2233 4 4 1 10 7 9 
Pavarde2234 Vardas2234 2 3 3 0 4 3 
Pavarde2235 Vardas2235 6 4 9 10 3 9 
Pavarde2236 Vardas2236 10 0 6 3 10 10 
Pavarde2237 Vardas2237 1 2 7 3 0 9 
Pavarde2238 Vardas2238 0 1 2 10 8 6 
Pavarde2239 Vardas2239 4 1 6 3 6 6 
Pavarde2240 Vardas2240 3 4 8 9 1 10 
Pavarde2241 Vardas2241 1 6 8 7 6 10 
Pavarde2242 Vardas2242 6 7 9 2 8 4 
Pavarde2243 Vardas2243 9 0 5 5 4 6 
Pavarde2244 Vardas2244 10 0 10 3 4 4 
Pavarde2245 Vardas2245 8 8 2 3 0 4 
Pavarde2246 Vardas2246 3 7 5 6 3 8 
Pavarde2247 Vardas2247 9 5 10 3 4 0 
Pavarde2248 Vardas2248 6 3 7 3 2 10 
Pavarde2249 Vardas2249 9 5 6 10 1 5 
Pavarde2250 Vardas2250 8 1 10 8 9 2 
Pavarde2251 Vardas2251 5 10 6 8 10 3 
Pavarde2252 Vardas2252 3 5 8 9 8 2 
Pavarde2253 Vardas2253 0 8 10 9 2 9 
Pavarde2254 Vardas2254 3 7 0 0 10 0 
Pavarde2255 Vardas2255 9 2 1 0 7 10 
Pavarde2256 Vardas2256 5 5 3 0 3 9 
Pavarde2257 Vardas2257 9 2 2 4 5 8 
Pavarde2258 Vardas2258 0 9 2 4 3 3 
Pavarde2259 Vardas2259 9 1 9 6 7 4 
Pavarde2260 Vardas2260 2 6 9 7 3 4 
Pavarde2261 Vardas2261 6 5 2 2 7 6 
Pavarde2262 Vardas2262 1 4 6 3 1 4 
Pavarde2263 Vardas2263 4 2 7 3 3 5 
Pavarde2264 Vardas2264 9 1 9 4 3 6 
Pavarde2265 Vardas2265 3 3 1 9 8 6 
Pavarde2266 Vardas2266 2 5 1 3 6 6 
Pavarde2267 Vardas2267 8 4 5 5 4 10 
Pavarde2268 Vardas2268 2 4 7 5 0 8 
Pavarde2269 Vardas2269 6 9 3 2 0 1 
Pavarde2270 Vardas2270 1 1 7 1 4 0 
Pavarde2271 Vardas2271 5 4 1 10 0 5 
Pavarde2272 Vardas2272 3 9 6 8 8 2 
Pavarde2273 Vardas2273 8 4 10 10 5 4 
Pavarde2274 Vardas2274 6 1 2 3 4 9 
Pavarde2275 Vardas2275 8 9 5 9 0 7 
Pavarde2276 Vardas2276 0 10 5 9 2 9 
Pavarde2277 Vardas2277 7 2 5 2 1 3 
Pavarde2278 Vardas2278 7 6 6 2 10 1 
Pavarde2279 Vardas2279 1 5 4 0 8 10 
Pavarde2280 Vardas2280 3 6 8 1 1 0 
Pavarde2281 Vardas2281 1 5 4 4 7 9 
Pavarde2282 Vardas2282 3 9 6 9 1 9 
Pavarde2283 Vardas2283 5 8 1 2 5 9 
Pavarde2284 Vardas2284 1 0 5 9 1 3 
Pavarde2285 Vardas2285 0 8 4 3 3 10 
Pavarde2286 Vardas2286 6 9 2 7 9 0 
Pavarde2287 Vardas2287 5 1 2 4 2 6 
Pavarde2288 Vardas2288 7 3 7 9 4 8 
Pavarde2289 Vardas2289 4 1 3 1 9 0 
Pavarde2290 Vardas2290 0 1 8 10 10 3 
Pavarde2291 Vardas2291 1 9 0 3 10 10 
Pavarde2292 Vardas2292 0 5 5 7 8 10 
Pavarde2293 Vardas2293 1 1 8 5 6 6 
Pavarde2294 Vardas2294 6 7 8 5 10 5 
Pavarde2295 Vardas2295 3 7 4 9 5 7 
Pavarde2296 Vardas2296 8 2 4 0 4 4 
Pavarde2297 Vardas2297 5 6 10 8 4 8 
Pavarde2298 Vardas2298 6 5 5 8 1 9 
Pavarde2299 Vardas2299 1 7 5 3 5 0 
Pavarde2300 Vardas2300 7 1 8 2 2 7 
Pavarde2301 Vardas2301 10 5 8 9 8 4 
Pavarde2302 Vardas2302 6 6 3 3 6 3 
Pavarde2303 Vardas2303 6 3 9 3 10 4 
Pavarde2304 Vardas2304 9 8 2 6 7 7 
