Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde536 Vardas536 4 3 8 0 0 2 
Pavarde537 Vardas537 4 6 3 10 6 4 
Pavarde538 Vardas538 2 9 3 6 0 0 
Pavarde539 Vardas539 5 1 0 0 4 0 
Pavarde540 Vardas540 4 7 3 1 1 7 
Pavarde541 Vardas541 0 0 6 0 5 1 
Pavarde542 Vardas542 6 5 3 8 3 6 
Pavarde543 Vardas543 6 1 8 3 4 7 
Pavarde544 Vardas544 7 5 8 10 8 3 
Pavarde545 Vardas545 4 9 10 9 5 7 
Pavarde546 Vardas546 1 5 0 7 9 8 
Pavarde547 Vardas547 10 6 2 3 8 1 
Pavarde548 Vardas548 1 1 6 2 4 6 
Pavarde549 Vardas549 7 7 9 9 4 6 
Pavarde550 Vardas550 4 5 10 5 9 1 
Pavarde551 Vardas551 2 6 3 3 0 6 
Pavarde552 Vardas552 0 1 10 8 1 3 
Pavarde553 Vardas553 1 7 6 6 10 1 
Pavarde554 Vardas554 2 7 9 9 10 9 
Pavarde555 Vardas555 1 10 2 6 8 1 
Pavarde556 Vardas556 6 5 10 0 3 8 
Pavarde557 Vardas557 8 5 9 2 1 0 
Pavarde558 Vardas558 9 6 7 7 5 4 
Pavarde559 Vardas559 3 5 7 9 7 8 
Pavarde560 Vardas560 3 5 7 7 3 10 
Pavarde561 Vardas561 7 10 8 6 5 0 
Pavarde562 Vardas562 2 0 3 7 6 6 
Pavarde563 Vardas563 4 0 1 10 3 7 
Pavarde564 Vardas564 5 3 5 3 8 1 
Pavarde565 Vardas565 8 9 8 2 9 7 
Pavarde566 Vardas566 6 5 3 7 4 10 
Pavarde567 Vardas567 5 10 10 8 6 2 
Pavarde568 Vardas568 3 2 3 8 10 5 
Pavarde569 Vardas569 0 1 10 1 1 10 
Pavarde570 Vardas570 7 10 1 0 5 2 
Pavarde571 Vardas571 7 3 10 5 6 1 
Pavarde572 Vardas572 10 3 8 1 6 1 
Pavarde573 Vardas573 0 7 6 9 2 2 
Pavarde574 Vardas574 0 9 2 2 2 3 
Pavarde575 Vardas575 1 5 8 0 9 6 
Pavarde576 Vardas576 10 10 10 0 10 10 
Pavarde577 Vardas577 7 1 10 3 2 6 
Pavarde578 Vardas578 8 6 7 8 7 2 
Pavarde579 Vardas579 9 7 9 10 0 10 
Pavarde580 Vardas580 4 6 4 10 1 8 
Pavarde581 Vardas581 7 4 0 4 10 4 
Pavarde582 Vardas582 0 1 5 0 7 5 
Pavarde583 Vardas583 9 0 0 3 0 2 
Pavarde584 Vardas584 8 9 7 9 10 5 
Pavarde585 Vardas585 10 5 5 4 0 7 
Pavarde586 Vardas586 9 8 10 4 10 10 
Pavarde587 Vardas587 10 5 6 6 4 4 
Pavarde588 Vardas588 5 5 9 0 9 7 
Pavarde589 Vardas589 4 4 3 7 5 2 
Pavarde590 Vardas590 4 5 4 7 4 4 
Pavarde591 Vardas591 1 2 9 6 9 1 
Pavarde592 Vardas592 2 5 0 2 8 9 
Pavarde593 Vardas593 3 7 10 7 3 6 
Pavarde594 Vardas594 4 9 7 5 0 1 
Pavarde595 Vardas595 3 0 4 3 10 1 
Pavarde596 Vardas596 6 0 0 3 7 7 
Pavarde597 Vardas597 10 6 7 3 8 2 
Pavarde598 Vardas598 8 6 1 9 2 8 
Pavarde599 Vardas599 6 6 9 0 0 1 
Pavarde600 Vardas600 9 0 8 2 10 9 
Pavarde601 Vardas601 3 10 9 9 0 10 
Pavarde602 Vardas602 9 3 4 10 5 5 
Pavarde603 Vardas603 5 6 0 8 9 1 
Pavarde604 Vardas604 10 10 10 9 1 4 
Pavarde605 Vardas605 5 1 2 8 2 4 
Pavarde606 Vardas606 7 7 1 3 1 0 
Pavarde607 Vardas607 5 6 8 2 0 6 
Pavarde608 Vardas608 4 1 10 5 6 2 
Pavarde609 Vardas609 3 7 7 8 0 4 
Pavarde610 Vardas610 10 1 8 4 9 9 
Pavarde611 Vardas611 6 0 2 6 4 5 
Pavarde612 Vardas612 0 4 1 3 6 5 
Pavarde613 Vardas613 0 0 1 2 6 7 
Pavarde614 Vardas614 0 10 0 0 5 5 
Pavarde615 Vardas615 3 6 2 2 0 2 
Pavarde616 Vardas616 9 9 1 1 2 0 
Pavarde617 Vardas617 10 3 3 10 3 0 
Pavarde618 Vardas618 4 6 7 3 0 7 
Pavarde619 Vardas619 4 5 5 8 9 1 
Pavarde620 Vardas620 0 8 4 9 10 0 
Pavarde621 Vardas621 10 0 6 3 1 5 
Pavarde622 Vardas622 10 7 0 7 1 2 
Pavarde623 Vardas623 10 4 2 8 3 4 
Pavarde624 Vardas624 7 6 0 2 3 4 
Pavarde625 Vardas625 4 9 10 7 1 9 
Pavarde626 Vardas626 9 2 10 5 10 6 
Pavarde627 Vardas627 1 9 3 9 5 6 
Pavarde628 Vardas628 9 4 7 7 5 4 
Pavarde629 Vardas629 2 6 10 7 8 7 
Pavarde630 Vardas630 7 6 10 3 6 7 
Pavarde631 Vardas631 4 9 10 1 9 4 
Pavarde632 Vardas632 10 2 5 2 5 3 
Pavarde633 Vardas633 9 3 5 0 5 0 
Pavarde634 Vardas634 1 5 10 2 3 1 
Pavarde635 Vardas635 3 5 3 3 1 0 
Pavarde636 Vardas636 2 10 2 5 2 4 
Pavarde637 Vardas637 5 0 0 5 9 6 
Pavarde638 Vardas638 4 4 1 5 10 0 
Pavarde639 Vardas639 4 1 3 7 1 2 
Pavarde640 Vardas640 2 6 9 0 1 0 
Pavarde641 Vardas641 5 7 9 8 3 8 
Pavarde642 Vardas642 5 4 7 6 0 8 
Pavarde643 Vardas643 9 9 6 7 1 9 
Pavarde644 Vardas644 0 10 4 6 5 7 
Pavarde645 Vardas645 5 4 7 0 8 2 
Pavarde646 Vardas646 6 5 10 0 6 3 
Pavarde647 Vardas647 1 8 6 7 4 7 
Pavarde648 Vardas648 1 3 4 2 7 4 
Pavarde649 Vardas649 9 2 3 7 9 6 
Pavarde650 Vardas650 7 1 7 9 0 2 
Pavarde651 Vardas651 4 0 3 3 9 1 
Pavarde652 Vardas652 9 7 8 7 10 4 
Pavarde653 Vardas653 10 0 8 6 2 9 
Pavarde654 Vardas654 10 2 4 0 2 6 
Pavarde655 Vardas655 9 9 8 7 9 10 
Pavarde656 Vardas656 10 9 0 9 6 2 
Pavarde657 Vardas657 7 4 8 1 5 2 
Pavarde658 Vardas658 9 2 2 5 7 8 
Pavarde659 Vardas659 4 6 7 0 2 5 
Pavarde660 Vardas660 1 8 8 2 7 8 
Pavarde661 Vardas661 7 4 3 9 3 9 
Pavarde662 Vardas662 5 8 10 3 3 8 
Pavarde663 Vardas663 9 9 8 1 7 3 
Pavarde664 Vardas664 2 10 9 0 10 5 
Pavarde665 Vardas665 2 2 0 2 2 1 
Pavarde666 Vardas666 1 3 3 9 7 8 
Pavarde667 Vardas667 8 9 10 5 1 6 
Pavarde668 Vardas668 2 6 3 0 6 9 
Pavarde669 Vardas669 4 0 8 6 9 5 
Pavarde670 Vardas670 6 9 10 2 1 1 
Pavarde671 Vardas671 5 5 4 3 9 5 
Pavarde672 Vardas672 6 3 10 8 8 8 
Pavarde673 Vardas673 0 0 2 8 3 5 
Pavarde674 Vardas674 3 2 2 2 3 6 
Pavarde675 Vardas675 8 10 4 4 10 4 
Pavarde676 Vardas676 0 4 6 3 0 9 
Pavarde677 Vardas677 9 5 0 2 10 7 
Pavarde678 Vardas678 7 3 2 10 6 2 
Pavarde679 Vardas679 7 0 6 7 4 6 
Pavarde680 Vardas680 10 3 6 10 0 0 
Pavarde681 Vardas681 8 1 5 0 10 10 
Pavarde682 Vardas682 0 9 3 2 5 0 
Pavarde683 Vardas683 5 9 3 4 9 9 
Pavarde684 Vardas684 1 10 3 9 1 3 
Pavarde685 Vardas685 9 4 2 7 1 2 
Pavarde686 Vardas686 8 5 0 9 9 1 
Pavarde687 Vardas687 5 7 5 2 9 5 
Pavarde688 Vardas688 7 4 7 0 9 7 
Pavarde689 Vardas689 7 1 5 0 10 2 
Pavarde690 Vardas690 3 5 10 9 1 9 
Pavarde691 Vardas691 7 8 10 5 6 1 
Pavarde692 Vardas692 9 7 2 4 2 0 
Pavarde693 Vardas693 10 0 6 8 4 7 
Pavarde694 Vardas694 6 2 10 7 1 1 
Pavarde695 Vardas695 6 10 5 1 10 5 
Pavarde696 Vardas696 8 10 10 4 8 4 
Pavarde697 Vardas697 0 3 3 3 1 10 
Pavarde698 Vardas698 1 10 3 1 8 8 
Pavarde699 Vardas699 10 1 6 8 6 6 
Pavarde700 Vardas700 5 5 3 4 7 6 
Pavarde701 Vardas701 4 9 9 8 8 10 
Pavarde702 Vardas702 1 2 8 1 6 2 
Pavarde703 Vardas703 3 7 5 10 5 10 
Pavarde704 Vardas704 9 9 6 3 6 4 
Pavarde705 Vardas705 0 0 8 7 3 1 
Pavarde706 Vardas706 10 6 6 1 3 6 
Pavarde707 Vardas707 7 5 9 10 4 1 
Pavarde708 Vardas708 2 0 0 7 9 7 
Pavarde709 Vardas709 5 2 10 5 7 8 
Pavarde710 Vardas710 5 5 5 6 1 6 
Pavarde711 Vardas711 9 9 1 6 4 4 
Pavarde712 Vardas712 2 0 9 1 7 9 
Pavarde713 Vardas713 3 10 2 7 4 7 
Pavarde714 Vardas714 5 2 0 7 4 1 
Pavarde715 Vardas715 6 0 9 4 5 10 
Pavarde716 Vardas716 1 1 2 5 8 2 
Pavarde717 Vardas717 3 0 3 2 0 6 
Pavarde718 Vardas718 9 8 6 3 10 8 
Pavarde719 Vardas719 1 4 4 10 4 2 
Pavarde720 Vardas720 2 2 0 3 0 2 
Pavarde721 Vardas721 4 10 10 10 8 2 
Pavarde722 Vardas722 5 9 3 6 7 10 
Pavarde723 Vardas723 6 4 0 6 8 3 
Pavarde724 Vardas724 0 3 4 1 6 9 
Pavarde725 Vardas725 3 0 4 0 4 1 
Pavarde726 Vardas726 1 1 2 8 10 10 
Pavarde727 Vardas727 3 3 5 0 2 9 
Pavarde728 Vardas728 4 2 5 9 2 6 
Pavarde729 Vardas729 10 1 5 9 0 6 
Pavarde730 Vardas730 8 4 3 6 4 9 
Pavarde731 Vardas731 8 2 6 6 1 8 
Pavarde732 Vardas732 6 6 2 5 2 0 
Pavarde733 Vardas733 0 10 2 7 1 6 
Pavarde734 Vardas734 5 3 10 3 8 2 
Pavarde735 Vardas735 6 9 5 6 5 7 
Pavarde736 Vardas736 1 2 6 9 2 3 
Pavarde737 Vardas737 4 6 0 8 5 6 
Pavarde738 Vardas738 6 5 6 1 0 2 
Pavarde739 Vardas739 8 4 7 8 1 5 
Pavarde740 Vardas740 3 9 10 0 4 7 
Pavarde741 Vardas741 3 10 5 2 0 0 
Pavarde742 Vardas742 8 10 6 9 7 10 
Pavarde743 Vardas743 6 8 3 5 5 9 
Pavarde744 Vardas744 3 5 0 6 6 10 
Pavarde745 Vardas745 4 5 5 6 8 6 
Pavarde746 Vardas746 7 5 2 6 4 0 
Pavarde747 Vardas747 1 3 9 1 10 8 
Pavarde748 Vardas748 1 9 8 9 3 6 
Pavarde749 Vardas749 8 9 7 4 5 3 
Pavarde750 Vardas750 7 5 5 6 5 10 
Pavarde751 Vardas751 1 2 4 4 8 8 
Pavarde752 Vardas752 4 1 9 4 2 1 
Pavarde753 Vardas753 4 5 7 1 9 9 
Pavarde754 Vardas754 1 9 9 10 2 5 
Pavarde755 Vardas755 7 1 3 2 2 0 
Pavarde756 Vardas756 10 5 2 4 7 1 
Pavarde757 Vardas757 5 2 7 5 5 1 
Pavarde758 Vardas758 8 9 3 4 4 2 
Pavarde759 Vardas759 9 0 1 8 0 3 
Pavarde760 Vardas760 0 5 4 9 0 10 
Pavarde761 Vardas761 5 5 2 8 0 6 
Pavarde762 Vardas762 3 1 4 7 9 4 
Pavarde763 Vardas763 2 6 10 5 7 2 
Pavarde764 Vardas764 2 6 3 6 7 4 
Pavarde765 Vardas765 2 2 0 0 4 4 
Pavarde766 Vardas766 5 4 7 5 5 2 
Pavarde767 Vardas767 8 9 10 8 1 9 
Pavarde768 Vardas768 8 9 6 1 6 6 
Pavarde769 Vardas769 1 9 2 8 1 4 
Pavarde770 Vardas770 7 1 6 4 4 8 
Pavarde771 Vardas771 8 10 10 2 7 2 
Pavarde772 Vardas772 6 4 10 8 1 5 
Pavarde773 Vardas773 8 2 8 10 0 3 
Pavarde774 Vardas774 9 6 0 4 8 3 
Pavarde775 Vardas775 10 2 3 9 3 5 
Pavarde776 Vardas776 1 1 4 0 1 1 
Pavarde777 Vardas777 9 10 7 7 9 0 
Pavarde778 Vardas778 3 10 2 10 2 9 
Pavarde779 Vardas779 1 10 1 0 10 2 
Pavarde780 Vardas780 8 6 1 1 0 0 
Pavarde781 Vardas781 10 5 4 9 6 0 
Pavarde782 Vardas782 6 8 6 0 1 5 
Pavarde783 Vardas783 0 6 5 1 8 8 
Pavarde784 Vardas784 2 5 5 8 2 0 
Pavarde785 Vardas785 5 8 1 10 3 3 
Pavarde786 Vardas786 8 4 6 9 10 2 
Pavarde787 Vardas787 3 0 9 6 3 1 
Pavarde788 Vardas788 7 3 1 4 10 7 
Pavarde789 Vardas789 5 3 9 9 9 5 
Pavarde790 Vardas790 2 1 5 9 6 9 
Pavarde791 Vardas791 0 5 9 5 0 8 
Pavarde792 Vardas792 4 10 2 9 0 3 
Pavarde793 Vardas793 3 0 6 3 8 1 
Pavarde794 Vardas794 4 8 10 10 9 0 
Pavarde795 Vardas795 2 10 6 5 7 5 
Pavarde796 Vardas796 8 5 1 2 8 10 
Pavarde797 Vardas797 7 10 4 3 3 0 
Pavarde798 Vardas798 6 4 8 10 4 0 
Pavarde799 Vardas799 9 1 8 8 1 9 
Pavarde800 Vardas800 0 9 4 2 4 5 
Pavarde801 Vardas801 2 8 7 2 5 7 
Pavarde802 Vardas802 5 0 4 2 1 8 
Pavarde803 Vardas803 4 9 4 5 8 1 
Pavarde804 Vardas804 7 6 2 4 4 8 
Pavarde805 Vardas805 8 4 7 1 6 10 
Pavarde806 Vardas806 5 2 9 2 1 3 
Pavarde807 Vardas807 0 5 1 6 9 10 
Pavarde808 Vardas808 0 8 0 3 3 8 
Pavarde809 Vardas809 8 1 7 1 0 8 
Pavarde810 Vardas810 0 2 5 3 7 9 
Pavarde811 Vardas811 9 3 5 1 8 4 
Pavarde812 Vardas812 9 0 8 7 4 8 
Pavarde813 Vardas813 0 2 10 6 8 10 
Pavarde814 Vardas814 9 1 1 6 1 1 
Pavarde815 Vardas815 1 7 6 10 1 6 
Pavarde816 Vardas816 6 0 4 5 3 1 
Pavarde817 Vardas817 2 3 10 6 10 4 
Pavarde818 Vardas818 1 1 10 6 10 6 
Pavarde819 Vardas819 5 4 7 5 4 6 
Pavarde820 Vardas820 6 6 8 4 4 7 
Pavarde821 Vardas821 0 3 0 1 5 1 
Pavarde822 Vardas822 2 7 7 10 10 2 
Pavarde823 Vardas823 6 9 9 10 7 9 
Pavarde824 Vardas824 5 1 0 6 2 6 
Pavarde825 Vardas825 2 4 5 8 3 8 
Pavarde826 Vardas826 4 9 6 10 5 0 
Pavarde827 Vardas827 8 9 5 5 2 5 
Pavarde828 Vardas828 8 9 1 8 10 8 
Pavarde829 Vardas829 2 10 5 3 4 5 
Pavarde830 Vardas830 8 5 10 2 1 9 
Pavarde831 Vardas831 1 4 4 1 5 10 
Pavarde832 Vardas832 2 6 5 9 4 0 
Pavarde833 Vardas833 7 6 7 8 10 5 
Pavarde834 Vardas834 5 7 2 1 2 5 
Pavarde835 Vardas835 6 4 1 10 10 8 
Pavarde836 Vardas836 6 7 5 9 10 2 
Pavarde837 Vardas837 9 2 2 5 6 10 
Pavarde838 Vardas838 8 0 3 9 1 0 
Pavarde839 Vardas839 6 5 8 3 5 8 
Pavarde840 Vardas840 10 9 8 1 3 7 
Pavarde841 Vardas841 6 10 1 6 1 1 
Pavarde842 Vardas842 6 3 7 6 4 3 
Pavarde843 Vardas843 4 8 6 9 1 4 
Pavarde844 Vardas844 0 6 8 5 5 6 
Pavarde845 Vardas845 0 5 6 4 3 1 
Pavarde846 Vardas846 1 5 2 7 1 5 
Pavarde847 Vardas847 7 0 8 3 5 7 
Pavarde848 Vardas848 8 9 9 8 4 2 
Pavarde849 Vardas849 7 3 7 7 10 4 
Pavarde850 Vardas850 6 9 0 2 5 6 
Pavarde851 Vardas851 4 4 0 2 7 4 
Pavarde852 Vardas852 7 5 8 1 5 4 
Pavarde853 Vardas853 5 6 7 6 10 0 
Pavarde854 Vardas854 7 1 10 10 7 0 
Pavarde855 Vardas855 0 4 7 3 4 9 
Pavarde856 Vardas856 1 2 6 4 7 2 
Pavarde857 Vardas857 3 4 8 4 4 5 
Pavarde858 Vardas858 10 1 1 1 8 3 
Pavarde859 Vardas859 7 2 0 7 7 10 
Pavarde860 Vardas860 9 8 10 8 10 3 
Pavarde861 Vardas861 6 8 3 5 3 1 
Pavarde862 Vardas862 1 6 1 6 4 2 
Pavarde863 Vardas863 4 1 8 9 10 1 
Pavarde864 Vardas864 2 3 10 1 3 6 
Pavarde865 Vardas865 3 1 7 8 6 1 
Pavarde866 Vardas866 9 8 7 6 5 5 
Pavarde867 Vardas867 2 6 8 6 9 9 
Pavarde868 Vardas868 3 10 8 10 9 1 
Pavarde869 Vardas869 7 9 5 3 0 7 
Pavarde870 Vardas870 9 7 7 5 5 10 
Pavarde871 Vardas871 0 1 6 10 5 9 
Pavarde872 Vardas872 0 1 0 3 1 2 
Pavarde873 Vardas873 6 3 8 4 8 1 
Pavarde874 Vardas874 7 10 8 5 1 8 
Pavarde875 Vardas875 1 9 3 0 3 4 
Pavarde876 Vardas876 5 1 5 1 0 6 
Pavarde877 Vardas877 0 6 10 5 7 6 
Pavarde878 Vardas878 5 6 0 2 3 4 
Pavarde879 Vardas879 3 9 8 10 5 8 
Pavarde880 Vardas880 4 0 8 6 7 2 
Pavarde881 Vardas881 1 2 9 2 1 9 
Pavarde882 Vardas882 0 2 4 9 5 4 
Pavarde883 Vardas883 10 6 3 6 8 4 
Pavarde884 Vardas884 1 7 10 10 2 2 
Pavarde885 Vardas885 2 1 7 6 1 1 
Pavarde886 Vardas886 3 1 0 8 2 9 
Pavarde887 Vardas887 5 2 2 5 10 3 
Pavarde888 Vardas888 3 9 8 10 10 5 
Pavarde889 Vardas889 7 7 5 2 1 10 
Pavarde890 Vardas890 1 1 3 10 8 10 
Pavarde891 Vardas891 0 5 6 4 2 9 
Pavarde892 Vardas892 7 10 9 6 1 7 
Pavarde893 Vardas893 8 3 3 7 4 1 
Pavarde894 Vardas894 10 0 3 9 0 6 
Pavarde895 Vardas895 2 2 4 8 7 1 
Pavarde896 Vardas896 8 4 0 6 0 0 
Pavarde897 Vardas897 4 8 6 2 8 0 
Pavarde898 Vardas898 1 4 5 7 8 9 
Pavarde899 Vardas899 9 3 4 3 10 2 
Pavarde900 Vardas900 7 7 8 7 10 4 
Pavarde901 Vardas901 9 2 2 3 8 10 
Pavarde902 Vardas902 7 3 3 6 5 3 
Pavarde903 Vardas903 10 4 4 10 3 5 
Pavarde904 Vardas904 4 2 7 5 3 0 
Pavarde905 Vardas905 1 3 10 1 5 10 
Pavarde906 Vardas906 3 2 6 10 8 10 
Pavarde907 Vardas907 0 10 3 1 9 1 
Pavarde908 Vardas908 6 10 0 4 10 8 
Pavarde909 Vardas909 0 10 1 3 10 3 
Pavarde910 Vardas910 7 4 5 9 4 4 
Pavarde911 Vardas911 1 7 9 3 8 0 
Pavarde912 Vardas912 9 6 0 4 8 10 
Pavarde913 Vardas913 7 2 0 8 9 1 
Pavarde914 Vardas914 7 1 1 8 3 0 
Pavarde915 Vardas915 2 10 1 10 8 7 
Pavarde916 Vardas916 2 4 8 9 10 7 
Pavarde917 Vardas917 5 6 7 5 5 1 
Pavarde918 Vardas918 9 5 1 7 7 4 
Pavarde919 Vardas919 5 8 3 6 8 3 
Pavarde920 Vardas920 6 2 2 7 2 8 
Pavarde921 Vardas921 6 10 7 6 0 4 
Pavarde922 Vardas922 8 6 6 0 2 9 
Pavarde923 Vardas923 7 4 9 3 10 9 
Pavarde924 Vardas924 7 4 7 10 4 2 
Pavarde925 Vardas925 3 8 0 5 5 0 
Pavarde926 Vardas926 3 3 1 9 4 6 
Pavarde927 Vardas927 3 9 3 8 5 7 
Pavarde928 Vardas928 8 9 8 6 3 9 
Pavarde929 Vardas929 6 1 2 2 7 0 
Pavarde930 Vardas930 4 4 0 0 10 5 
Pavarde931 Vardas931 8 7 8 8 0 2 
Pavarde932 Vardas932 7 9 4 5 4 6 
Pavarde933 Vardas933 1 5 7 8 9 4 
Pavarde934 Vardas934 1 6 2 2 0 6 
Pavarde935 Vardas935 7 5 5 3 9 6 
Pavarde936 Vardas936 2 8 8 9 7 6 
Pavarde937 Vardas937 7 7 9 10 9 6 
Pavarde938 Vardas938 7 6 3 2 10 6 
Pavarde939 Vardas939 7 4 5 1 2 1 
Pavarde940 Vardas940 5 9 10 9 9 2 
Pavarde941 Vardas941 1 10 6 0 7 4 
Pavarde942 Vardas942 8 4 9 2 6 2 
Pavarde943 Vardas943 10 6 7 1 10 2 
Pavarde944 Vardas944 8 4 5 0 3 6 
Pavarde945 Vardas945 10 7 8 5 9 10 
Pavarde946 Vardas946 4 1 8 10 7 10 
Pavarde947 Vardas947 4 0 1 0 3 1 
Pavarde948 Vardas948 1 4 10 1 8 9 
Pavarde949 Vardas949 0 8 6 2 10 1 
Pavarde950 Vardas950 0 8 1 4 8 10 
Pavarde951 Vardas951 10 10 9 4 4 6 
Pavarde952 Vardas952 1 10 0 2 1 1 
Pavarde953 Vardas953 10 7 9 6 4 2 
Pavarde954 Vardas954 2 8 8 6 5 2 
Pavarde955 Vardas955 8 7 5 8 1 10 
Pavarde956 Vardas956 4 6 6 10 10 9 
Pavarde957 Vardas957 2 0 1 5 10 9 
Pavarde958 Vardas958 4 1 6 7 5 3 
Pavarde959 Vardas959 0 10 10 5 3 5 
Pavarde960 Vardas960 7 3 5 8 9 0 
Pavarde961 Vardas961 2 8 4 8 8 9 
Pavarde962 Vardas962 2 0 10 9 9 1 
Pavarde963 Vardas963 2 9 0 8 5 10 
Pavarde964 Vardas964 3 9 7 9 9 3 
Pavarde965 Vardas965 2 4 7 5 2 8 
Pavarde966 Vardas966 6 7 8 0 5 9 
Pavarde967 Vardas967 10 9 8 5 10 5 
Pavarde968 Vardas968 4 3 4 8 5 4 
Pavarde969 Vardas969 5 6 8 7 8 2 
Pavarde970 Vardas970 10 4 5 6 5 7 
Pavarde971 Vardas971 9 7 5 3 10 9 
Pavarde972 Vardas972 7 1 2 4 10 6 
Pavarde973 Vardas973 2 0 7 5 0 9 
Pavarde974 Vardas974 6 8 1 10 6 8 
Pavarde975 Vardas975 6 2 4 10 9 8 
Pavarde976 Vardas976 4 7 3 10 7 9 
Pavarde977 Vardas977 6 9 7 10 2 3 
Pavarde978 Vardas978 6 0 3 4 1 10 
Pavarde979 Vardas979 5 10 1 1 4 4 
Pavarde980 Vardas980 10 8 10 5 0 5 
Pavarde981 Vardas981 10 4 10 5 10 0 
Pavarde982 Vardas982 9 8 0 5 2 4 
Pavarde983 Vardas983 4 2 7 1 3 2 
Pavarde984 Vardas984 7 1 9 10 9 1 
Pavarde985 Vardas985 1 9 4 6 9 6 
Pavarde986 Vardas986 10 7 4 6 2 9 
Pavarde987 Vardas987 9 8 6 9 3 6 
Pavarde988 Vardas988 4 7 5 5 9 3 
Pavarde989 Vardas989 0 7 3 3 5 0 
Pavarde990 Vardas990 3 10 4 3 8 6 
Pavarde991 Vardas991 6 8 1 3 10 3 
Pavarde992 Vardas992 5 7 4 2 5 9 
Pavarde993 Vardas993 9 4 9 1 0 2 
Pavarde994 Vardas994 7 10 8 7 7 8 
Pavarde995 Vardas995 5 7 9 3 1 8 
Pavarde996 Vardas996 4 8 4 0 7 10 
Pavarde997 Vardas997 7 1 4 8 10 6 
Pavarde998 Vardas998 6 4 0 10 5 8 
Pavarde999 Vardas999 1 0 5 6 4 1 
Pavarde1000 Vardas1000 5 8 8 3 8 1 
